,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,2.1
258,03-May-2019 16:15:00,,,,,0.025,0.000,0.071 ,0.000 ,241.660,1.170,0.000,-
259,03-May-2019 16:30:00,,,,,0.021,0.000,0.070 ,0.000 ,241.940,1.140,0.000,-
260,03-May-2019 16:45:00,,,,,0.026,0.000,0.062 ,0.000 ,241.700,1.030,0.000,-
261,03-May-2019 17:00:00,,,,,0.023,0.000,0.078 ,0.000 ,242.380,1.280,0.000,-
262,03-May-2019 17:15:00,,,,,0.036,0.000,0.079 ,0.000 ,243.090,1.290,0.000,-
263,03-May-2019 17:30:00,,,,,0.035,0.000,0.078 ,0.000 ,243.910,1.280,0.000,-
264,03-May-2019 17:45:00,,,,,0.020,0.000,0.075 ,0.000 ,245.750,1.210,0.000,-
265,03-May-2019 18:00:00,,,,,0.014,0.000,0.074 ,0.000 ,247.390,1.190,0.000,-
266,03-May-2019 18:15:00,,,,,0.008,0.000,0.073 ,0.000 ,249.450,1.160,0.000,-
267,03-May-2019 18:30:00,,,,,0.009,0.000,0.048 ,0.000 ,251.180,0.750,0.000,-
268,03-May-2019 18:45:00,,,,,0.013,0.000,0.044 ,0.000 ,251.950,0.700,0.000,-
269,03-May-2019 19:00:00,,,,,0.019,0.000,0.057 ,0.000 ,252.500,0.900,0.000,-
270,03-May-2019 19:15:00,,,,,0.032,0.000,0.065 ,0.000 ,252.310,1.050,0.000,-
271,03-May-2019 19:30:00,,,,,0.051,0.000,0.063 ,0.000 ,251.510,1.030,0.000,-
272,03-May-2019 19:45:00,,,,,0.027,0.000,0.078 ,0.000 ,250.730,1.240,0.000,-
273,03-May-2019 20:00:00,,,,,0.020,0.000,0.066 ,0.000 ,251.240,1.050,0.000,-
274,03-May-2019 20:15:00,,,,,0.021,0.000,0.062 ,0.000 ,251.120,0.980,0.000,-
275,03-May-2019 20:30:00,,,,,0.020,0.000,0.074 ,0.000 ,249.940,1.170,0.000,-
276,03-May-2019 20:45:00,,,,,0.050,0.000,0.054 ,0.000 ,249.110,0.890,0.000,-
277,03-May-2019 21:00:00,,,,,0.022,0.000,0.026 ,0.000 ,248.420,0.410,0.000,-
278,03-May-2019 21:15:00,,,,,0.179,0.000,0.195 ,0.000 ,247.700,3.160,0.000,-
279,03-May-2019 21:30:00,,,,,0.023,0.000,0.024 ,0.000 ,247.310,0.380,0.000,-
280,03-May-2019 21:45:00,,,,,0.023,0.000,0.025 ,0.000 ,247.920,0.400,0.000,-
281,03-May-2019 22:00:00,,,,,0.021,0.000,0.030 ,0.000 ,248.180,0.470,0.000,-
282,03-May-2019 22:15:00,,,,,0.297,0.000,0.317 ,0.000 ,247.340,5.120,0.000,-
283,03-May-2019 22:30:00,,,,,0.073,0.000,0.078 ,0.000 ,247.380,1.250,0.000,-
284,03-May-2019 22:45:00,,,,,0.022,0.000,0.049 ,0.000 ,247.500,0.800,0.000,-
285,03-May-2019 23:00:00,,,,,0.065,0.000,0.113 ,0.000 ,247.240,1.820,0.000,-
286,03-May-2019 23:15:00,,,,,0.264,0.000,0.301 ,0.000 ,246.830,4.870,0.000,-
287,03-May-2019 23:30:00,,,,,0.215,0.000,0.257 ,0.000 ,247.090,4.150,0.000,-
288,03-May-2019 23:45:00,,,,,0.127,0.000,0.165 ,0.000 ,247.540,2.650,0.000,-
289,04-May-2019 00:00:00,,,,,0.032,0.000,0.073 ,0.000 ,247.800,1.180,0.000,-
290,04-May-2019 00:15:00,,,,,0.036,0.000,0.074 ,0.000 ,248.400,1.180,0.000,-
291,04-May-2019 00:30:00,,,,,0.029,0.000,0.075 ,0.000 ,249.090,1.200,0.000,-
292,04-May-2019 00:45:00,,,,,0.029,0.000,0.070 ,0.000 ,249.470,1.100,0.000,-
293,04-May-2019 01:00:00,,,,,0.031,0.000,0.070 ,0.000 ,249.810,1.120,0.000,-
294,04-May-2019 01:15:00,,,,,0.028,0.000,0.061 ,0.000 ,250.170,0.970,0.000,-
295,04-May-2019 01:30:00,,,,,0.032,0.000,0.074 ,0.000 ,250.490,1.170,0.000,-
296,04-May-2019 01:45:00,,,,,0.025,0.000,0.059 ,0.000 ,250.810,0.930,0.000,-
297,04-May-2019 02:00:00,,,,,0.027,0.000,0.056 ,0.000 ,251.190,0.890,0.000,-
298,04-May-2019 02:15:00,,,,,0.027,0.000,0.060 ,0.000 ,251.410,0.950,0.000,-
299,04-May-2019 02:30:00,,,,,0.026,0.000,0.046 ,0.000 ,251.890,0.720,0.000,-
300,04-May-2019 02:45:00,,,,,0.028,0.000,0.053 ,0.000 ,252.680,0.820,0.000,-
301,04-May-2019 03:00:00,,,,,0.246,0.000,0.279 ,0.000 ,252.770,4.420,0.000,-
302,04-May-2019 03:15:00,,,,,0.190,0.000,0.224 ,0.000 ,253.710,3.520,0.000,-
303,04-May-2019 03:30:00,,,,,0.181,0.000,0.209 ,0.000 ,254.360,3.270,0.000,-
304,04-May-2019 03:45:00,,,,,0.175,0.000,0.202 ,0.000 ,254.640,3.170,0.000,-
305,04-May-2019 04:00:00,,,,,0.171,0.000,0.199 ,0.000 ,255.290,3.110,0.000,-
306,04-May-2019 04:15:00,,,,,0.076,0.000,0.098 ,0.000 ,255.800,1.520,0.000,-
307,04-May-2019 04:30:00,,,,,0.028,0.000,0.045 ,0.000 ,255.910,0.700,0.000,-
308,04-May-2019 04:45:00,,,,,0.029,0.000,0.049 ,0.000 ,255.970,0.760,0.000,-
309,04-May-2019 05:00:00,,,,,0.030,0.000,0.050 ,0.000 ,256.290,0.770,0.000,-
310,04-May-2019 05:15:00,,,,,0.029,0.000,0.045 ,0.000 ,256.820,0.680,0.000,-
311,04-May-2019 05:30:00,,,,,0.027,0.000,0.034 ,0.000 ,256.990,0.540,0.000,-
312,04-May-2019 05:45:00,,,,,0.024,0.000,0.032 ,0.000 ,257.030,0.490,0.000,-
313,04-May-2019 06:00:00,,,,,0.029,0.000,0.037 ,0.000 ,257.080,0.570,0.000,-
314,04-May-2019 06:15:00,,,,,0.022,0.000,0.023 ,0.000 ,257.360,0.350,0.000,-
315,04-May-2019 06:30:00,,,,,0.015,0.000,0.019 ,0.000 ,257.240,0.290,0.000,-
316,04-May-2019 06:45:00,,,,,0.015,0.000,0.030 ,0.000 ,257.170,0.460,0.000,-
317,04-May-2019 07:00:00,,,,,0.170,0.000,0.200 ,0.000 ,256.810,3.110,0.000,-
318,04-May-2019 07:15:00,,,,,0.189,0.000,0.221 ,0.000 ,256.790,3.440,0.000,-
319,04-May-2019 07:30:00,,,,,0.210,0.000,0.248 ,0.000 ,256.740,3.860,0.000,-
320,04-May-2019 07:45:00,,,,,0.187,0.000,0.233 ,0.000 ,256.500,3.620,0.000,-
321,04-May-2019 08:00:00,,,,,0.015,0.000,0.069 ,0.000 ,256.620,1.060,0.000,-
322,04-May-2019 08:15:00,,,,,0.008,0.000,0.065 ,0.000 ,256.410,1.020,0.000,-
323,04-May-2019 08:30:00,,,,,0.032,0.000,0.064 ,0.000 ,255.550,1.010,0.000,-
324,04-May-2019 08:45:00,,,,,0.028,0.000,0.036 ,0.000 ,254.830,0.570,0.000,-
325,04-May-2019 09:00:00,,,,,0.022,0.000,0.038 ,0.000 ,254.330,0.590,0.000,-
326,04-May-2019 09:15:00,,,,,0.024,0.000,0.026 ,0.000 ,252.660,0.400,0.000,-
327,04-May-2019 09:30:00,,,,,0.088,0.000,0.096 ,0.000 ,251.190,1.530,0.000,-
328,04-May-2019 09:45:00,,,,,0.094,0.000,0.100 ,0.000 ,249.630,1.600,0.000,-
329,04-May-2019 10:00:00,,,,,0.038,0.000,0.045 ,0.000 ,247.990,0.700,0.000,-
330,04-May-2019 10:15:00,,,,,0.037,0.000,0.050 ,0.000 ,247.630,0.810,0.000,-
331,04-May-2019 10:30:00,,,,,0.036,0.000,0.040 ,0.000 ,247.710,0.640,0.000,-
332,04-May-2019 10:45:00,,,,,0.028,0.000,0.033 ,0.000 ,247.880,0.520,0.000,-
333,04-May-2019 11:00:00,,,,,0.011,0.000,0.025 ,0.000 ,247.900,0.390,0.000,-
334,04-May-2019 11:15:00,,,,,0.010,0.000,0.026 ,0.000 ,247.400,0.410,0.000,-
335,04-May-2019 11:30:00,,,,,0.006,0.000,0.025 ,0.000 ,247.110,0.410,0.000,-
336,04-May-2019 11:45:00,,,,,0.008,0.000,0.033 ,0.000 ,246.480,0.530,0.000,-
337,04-May-2019 12:00:00,,,,,0.015,0.000,0.052 ,0.000 ,246.660,0.830,0.000,-
338,04-May-2019 12:15:00,,,,,0.029,0.000,0.058 ,0.000 ,246.660,0.930,0.000,-
339,04-May-2019 12:30:00,,,,,0.021,0.000,0.058 ,0.000 ,246.690,0.950,0.000,-
340,04-May-2019 12:45:00,,,,,0.014,0.000,0.061 ,0.000 ,246.800,0.980,0.000,-
341,04-May-2019 13:00:00,,,,,0.016,0.000,0.058 ,0.000 ,247.130,0.920,0.000,-
342,04-May-2019 13:15:00,,,,,0.020,0.000,0.036 ,0.000 ,248.560,0.580,0.000,-
343,04-May-2019 13:30:00,,,,,0.025,0.000,0.026 ,0.000 ,248.940,0.420,0.000,-
344,04-May-2019 13:45:00,,,,,0.195,0.000,0.204 ,0.000 ,248.390,3.280,0.000,-
345,04-May-2019 14:00:00,,,,,0.413,0.000,0.425 ,0.000 ,248.060,6.840,0.000,-
346,04-May-2019 14:15:00,,,,,0.410,0.000,0.423 ,0.000 ,247.410,6.810,0.000,-
347,04-May-2019 14:30:00,,,,,0.431,0.000,0.441 ,0.000 ,246.970,7.130,0.000,-
348,04-May-2019 14:45:00,,,,,0.419,0.000,0.431 ,0.000 ,247.630,6.930,0.000,-
349,04-May-2019 15:00:00,,,,,0.394,0.000,0.404 ,0.000 ,247.370,6.530,0.000,-
350,04-May-2019 15:15:00,,,,,0.774,0.000,0.797 ,0.000 ,246.700,12.900,0.000,-
351,04-May-2019 15:30:00,,,,,0.758,0.000,0.778 ,0.000 ,246.450,12.610,0.000,-
352,04-May-2019 15:45:00,,,,,0.342,0.000,0.371 ,0.000 ,247.180,5.990,0.000,-
353,04-May-2019 16:00:00,,,,,0.058,0.000,0.060 ,0.000 ,248.050,0.980,0.000,-
354,04-May-2019 16:15:00,,,,,0.038,0.000,0.053 ,0.000 ,248.170,0.870,0.000,-
355,04-May-2019 16:30:00,,,,,0.048,0.000,0.060 ,0.000 ,248.120,0.990,0.000,-
356,04-May-2019 16:45:00,,,,,0.042,0.000,0.059 ,0.000 ,247.760,0.970,0.000,-
357,04-May-2019 17:00:00,,,,,0.025,0.000,0.043 ,0.000 ,248.110,0.700,0.000,-
358,04-May-2019 17:15:00,,,,,0.019,0.000,0.037 ,0.000 ,248.320,0.610,0.000,-
359,04-May-2019 17:30:00,,,,,0.009,0.000,0.018 ,0.000 ,247.890,0.280,0.000,-
360,04-May-2019 17:45:00,,,,,0.015,0.000,0.033 ,0.000 ,248.070,0.530,0.000,-
361,04-May-2019 18:00:00,,,,,0.014,0.000,0.033 ,0.000 ,248.730,0.530,0.000,-
362,04-May-2019 18:15:00,,,,,0.008,0.000,0.037 ,0.000 ,249.380,0.590,0.000,-
363,04-May-2019 18:30:00,,,,,0.004,0.000,0.030 ,0.000 ,249.380,0.480,0.000,-
364,04-May-2019 18:45:00,,,,,0.009,0.000,0.047 ,0.000 ,249.610,0.750,0.000,-
365,04-May-2019 19:00:00,,,,,0.014,0.000,0.060 ,0.000 ,249.550,0.950,0.000,-
366,04-May-2019 19:15:00,,,,,0.027,0.000,0.056 ,0.000 ,248.750,0.900,0.000,-
367,04-May-2019 19:30:00,,,,,0.055,0.000,0.066 ,0.000 ,247.530,1.090,0.000,-
368,04-May-2019 19:45:00,,,,,0.019,0.000,0.055 ,0.000 ,246.850,0.890,0.000,-
369,04-May-2019 20:00:00,,,,,0.012,0.000,0.053 ,0.000 ,247.250,0.850,0.000,-
370,04-May-2019 20:15:00,,,,,0.006,0.000,0.038 ,0.000 ,248.590,0.600,0.000,-
371,04-May-2019 20:30:00,,,,,0.018,0.000,0.052 ,0.000 ,248.630,0.830,0.000,-
372,04-May-2019 20:45:00,,,,,0.019,0.000,0.036 ,0.000 ,248.390,0.590,0.000,-
373,04-May-2019 21:00:00,,,,,0.013,0.000,0.019 ,0.000 ,248.620,0.290,0.000,-
374,04-May-2019 21:15:00,,,,,0.057,0.000,0.058 ,0.000 ,247.960,0.960,0.000,-
375,04-May-2019 21:30:00,,,,,0.064,0.000,0.065 ,0.000 ,248.650,1.070,0.000,-
376,04-May-2019 21:45:00,,,,,0.029,0.000,0.029 ,0.000 ,248.500,0.470,0.000,-
377,04-May-2019 22:00:00,,,,,0.027,0.000,0.027 ,0.000 ,248.960,0.430,0.000,-
378,04-May-2019 22:15:00,,,,,0.264,0.000,0.297 ,0.000 ,247.870,4.780,0.000,-
379,04-May-2019 22:30:00,,,,,0.197,0.000,0.226 ,0.000 ,247.100,3.650,0.000,-
380,04-May-2019 22:45:00,,,,,0.194,0.000,0.231 ,0.000 ,247.190,3.730,0.000,-
381,04-May-2019 23:00:00,,,,,0.219,0.000,0.250 ,0.000 ,247.210,4.030,0.000,-
382,04-May-2019 23:15:00,,,,,0.147,0.000,0.187 ,0.000 ,246.070,3.030,0.000,-
383,04-May-2019 23:30:00,,,,,0.038,0.000,0.073 ,0.000 ,245.720,1.170,0.000,-
384,04-May-2019 23:45:00,,,,,0.043,0.000,0.075 ,0.000 ,246.140,1.210,0.000,-
385,05-May-2019 00:00:00,,,,,0.210,0.000,0.248 ,0.000 ,246.580,4.030,0.000,-
386,05-May-2019 00:15:00,,,,,0.205,0.000,0.236 ,0.000 ,246.860,3.800,0.000,-
387,05-May-2019 00:30:00,,,,,0.212,0.000,0.246 ,0.000 ,247.470,3.980,0.000,-
388,05-May-2019 00:45:00,,,,,0.205,0.000,0.244 ,0.000 ,248.390,3.910,0.000,-
389,05-May-2019 01:00:00,,,,,0.027,0.000,0.071 ,0.000 ,248.870,1.140,0.000,-
390,05-May-2019 01:15:00,,,,,0.023,0.000,0.045 ,0.000 ,249.910,0.700,0.000,-
391,05-May-2019 01:30:00,,,,,0.021,0.000,0.024 ,0.000 ,250.600,0.390,0.000,-
392,05-May-2019 01:45:00,,,,,0.021,0.000,0.021 ,0.000 ,251.120,0.330,0.000,-
393,05-May-2019 02:00:00,,,,,0.001,0.000,0.008 ,0.000 ,251.080,1.250,0.000,-
394,05-May-2019 02:15:00,,,,,0.000,0.000,0.000 ,0.000 ,0.000,0.000,0.000,-
395,05-May-2019 02:30:00,,,,,0.007,0.000,0.046 ,0.000 ,257.560,0.780,0.000,-
396,05-May-2019 02:45:00,,,,,0.005,0.000,0.039 ,0.000 ,256.670,0.600,0.000,-
397,05-May-2019 03:00:00,,,,,0.005,0.000,0.042 ,0.000 ,256.550,0.640,0.000,-
398,05-May-2019 03:15:00,,,,,0.006,0.000,0.043 ,0.000 ,257.000,0.670,0.000,-
399,05-May-2019 03:30:00,,,,,0.004,0.000,0.032 ,0.000 ,257.720,0.490,0.000,-
400,05-May-2019 03:45:00,,,,,0.005,0.000,0.021 ,0.000 ,258.060,0.310,0.000,-
401,05-May-2019 04:00:00,,,,,0.003,0.000,0.016 ,0.000 ,258.580,0.240,0.000,-
402,05-May-2019 04:15:00,,,,,0.007,0.000,0.034 ,0.000 ,259.190,0.520,0.000,-
403,05-May-2019 04:30:00,,,,,0.021,0.000,0.021 ,0.000 ,258.780,0.330,0.000,-
404,05-May-2019 04:45:00,,,,,0.022,0.000,0.022 ,0.000 ,258.770,0.330,0.000,-
405,05-May-2019 05:00:00,,,,,0.022,0.000,0.022 ,0.000 ,258.830,0.330,0.000,-
406,05-May-2019 05:15:00,,,,,0.021,0.000,0.022 ,0.000 ,258.730,0.330,0.000,-
407,05-May-2019 05:30:00,,,,,0.022,0.000,0.022 ,0.000 ,258.370,0.330,0.000,-
408,05-May-2019 05:45:00,,,,,0.022,0.000,0.022 ,0.000 ,258.440,0.330,0.000,-
409,05-May-2019 06:00:00,,,,,0.022,0.000,0.022 ,0.000 ,258.350,0.330,0.000,-
410,05-May-2019 06:15:00,,,,,0.024,0.000,0.024 ,0.000 ,259.910,0.360,0.000,-
411,05-May-2019 06:30:00,,,,,0.005,0.000,0.028 ,0.000 ,259.550,0.410,0.000,-
412,05-May-2019 06:45:00,,,,,0.008,0.000,0.025 ,0.000 ,259.430,0.380,0.000,-
413,05-May-2019 07:00:00,,,,,0.014,0.000,0.018 ,0.000 ,259.670,0.270,0.000,-
414,05-May-2019 07:15:00,,,,,0.043,0.000,0.089 ,0.000 ,260.020,1.370,0.000,-
415,05-May-2019 07:30:00,,,,,0.009,0.000,0.031 ,0.000 ,260.010,0.470,0.000,-
416,05-May-2019 07:45:00,,,,,0.008,0.000,0.036 ,0.000 ,260.130,0.550,0.000,-
417,05-May-2019 08:00:00,,,,,0.007,0.000,0.032 ,0.000 ,260.240,0.480,0.000,-
418,05-May-2019 08:15:00,,,,,0.005,0.000,0.025 ,0.000 ,260.230,0.370,0.000,-
419,05-May-2019 08:30:00,,,,,0.005,0.000,0.028 ,0.000 ,260.650,0.430,0.000,-
420,05-May-2019 08:45:00,,,,,0.004,0.000,0.012 ,0.000 ,260.080,0.180,0.000,-
421,05-May-2019 09:00:00,,,,,0.005,0.000,0.019 ,0.000 ,259.320,0.290,0.000,-
422,05-May-2019 09:15:00,,,,,0.007,0.000,0.027 ,0.000 ,258.640,0.400,0.000,-
423,05-May-2019 09:30:00,,,,,0.003,0.000,0.014 ,0.000 ,257.770,0.280,0.000,-
424,05-May-2019 09:45:00,,,,,0.034,0.000,0.052 ,0.000 ,257.120,0.830,0.000,-
425,05-May-2019 10:00:00,,,,,0.005,0.000,0.044 ,0.000 ,257.030,0.670,0.000,-
426,05-May-2019 10:15:00,,,,,0.006,0.000,0.040 ,0.000 ,257.210,0.620,0.000,-
427,05-May-2019 10:30:00,,,,,0.005,0.000,0.033 ,0.000 ,256.670,0.510,0.000,-
428,05-May-2019 10:45:00,,,,,0.010,0.000,0.038 ,0.000 ,256.900,0.580,0.000,-
429,05-May-2019 11:00:00,,,,,0.528,0.000,0.531 ,0.000 ,256.380,8.270,0.000,-
430,05-May-2019 11:15:00,,,,,0.243,0.000,0.255 ,0.000 ,256.610,3.970,0.000,-
431,05-May-2019 11:30:00,,,,,0.223,0.000,0.268 ,0.000 ,255.820,4.190,0.000,-
432,05-May-2019 11:45:00,,,,,0.015,0.000,0.042 ,0.000 ,256.170,0.660,0.000,-
433,05-May-2019 12:00:00,,,,,0.034,0.000,0.055 ,0.000 ,255.950,0.890,0.000,-
434,05-May-2019 12:15:00,,,,,0.008,0.000,0.042 ,0.000 ,255.760,0.650,0.000,-
435,05-May-2019 12:30:00,,,,,0.031,0.000,0.063 ,0.000 ,255.440,0.970,0.000,-
436,05-May-2019 12:45:00,,,,,0.024,0.000,0.049 ,0.000 ,254.950,0.770,0.000,-
437,05-May-2019 13:00:00,,,,,0.002,0.000,0.028 ,0.000 ,255.500,0.430,0.000,-
438,05-May-2019 13:15:00,,,,,0.010,0.000,0.043 ,0.000 ,255.750,0.670,0.000,-
439,05-May-2019 13:30:00,,,,,0.004,0.000,0.038 ,0.000 ,255.500,0.600,0.000,-
440,05-May-2019 13:45:00,,,,,0.009,0.000,0.059 ,0.000 ,254.900,0.920,0.000,-
441,05-May-2019 14:00:00,,,,,0.006,0.000,0.060 ,0.000 ,254.750,0.930,0.000,-
442,05-May-2019 14:15:00,,,,,0.004,0.000,0.036 ,0.000 ,254.580,0.560,0.000,-
443,05-May-2019 14:30:00,,,,,0.005,0.000,0.047 ,0.000 ,254.030,0.750,0.000,-
444,05-May-2019 14:45:00,,,,,0.292,0.000,0.333 ,0.000 ,253.060,5.260,0.000,-
445,05-May-2019 15:00:00,,,,,0.381,0.000,0.422 ,0.000 ,252.280,6.670,0.000,-
446,05-May-2019 15:15:00,,,,,0.376,0.000,0.415 ,0.000 ,251.790,6.580,0.000,-
447,05-May-2019 15:30:00,,,,,0.297,0.000,0.334 ,0.000 ,251.650,5.300,0.000,-
448,05-May-2019 15:45:00,,,,,0.367,0.000,0.407 ,0.000 ,251.160,6.470,0.000,-
449,05-May-2019 16:00:00,,,,,0.338,0.000,0.376 ,0.000 ,251.300,5.960,0.000,-
450,05-May-2019 16:15:00,,,,,0.323,0.000,0.357 ,0.000 ,251.570,5.690,0.000,-
451,05-May-2019 16:30:00,,,,,0.373,0.000,0.410 ,0.000 ,250.900,6.520,0.000,-
452,05-May-2019 16:45:00,,,,,0.289,0.000,0.323 ,0.000 ,250.990,5.140,0.000,-
453,05-May-2019 17:00:00,,,,,0.374,0.000,0.412 ,0.000 ,251.240,6.540,0.000,-
454,05-May-2019 17:15:00,,,,,0.286,0.000,0.320 ,0.000 ,251.450,5.090,0.000,-
455,05-May-2019 17:30:00,,,,,0.332,0.000,0.370 ,0.000 ,250.840,5.880,0.000,-
456,05-May-2019 17:45:00,,,,,0.309,0.000,0.344 ,0.000 ,250.750,5.480,0.000,-
457,05-May-2019 18:00:00,,,,,0.049,0.000,0.061 ,0.000 ,251.510,1.000,0.000,-
458,05-May-2019 18:15:00,,,,,0.014,0.000,0.064 ,0.000 ,251.480,1.020,0.000,-
459,05-May-2019 18:30:00,,,,,0.005,0.000,0.027 ,0.000 ,251.620,0.430,0.000,-
460,05-May-2019 18:45:00,,,,,0.006,0.000,0.028 ,0.000 ,250.680,0.430,0.000,-
461,05-May-2019 19:00:00,,,,,0.005,0.000,0.051 ,0.000 ,249.870,0.810,0.000,-
462,05-May-2019 19:15:00,,,,,0.010,0.000,0.056 ,0.000 ,248.120,0.900,0.000,-
463,05-May-2019 19:30:00,,,,,0.010,0.000,0.062 ,0.000 ,247.240,1.000,0.000,-
464,05-May-2019 19:45:00,,,,,0.015,0.000,0.056 ,0.000 ,247.240,0.900,0.000,-
465,05-May-2019 20:00:00,,,,,0.017,0.000,0.040 ,0.000 ,247.160,0.630,0.000,-
466,05-May-2019 20:15:00,,,,,0.021,0.000,0.033 ,0.000 ,247.150,0.520,0.000,-
467,05-May-2019 20:30:00,,,,,0.053,0.000,0.060 ,0.000 ,247.350,0.990,0.000,-
468,05-May-2019 20:45:00,,,,,0.022,0.000,0.023 ,0.000 ,247.120,0.370,0.000,-
469,05-May-2019 21:00:00,,,,,0.021,0.000,0.022 ,0.000 ,247.640,0.340,0.000,-
470,05-May-2019 21:15:00,,,,,0.021,0.000,0.021 ,0.000 ,246.900,0.330,0.000,-
471,05-May-2019 21:30:00,,,,,0.020,0.000,0.021 ,0.000 ,246.690,0.330,0.000,-
472,05-May-2019 21:45:00,,,,,0.021,0.000,0.021 ,0.000 ,246.790,0.330,0.000,-
473,05-May-2019 22:00:00,,,,,0.021,0.000,0.021 ,0.000 ,247.490,0.330,0.000,-
474,05-May-2019 22:15:00,,,,,0.021,0.000,0.021 ,0.000 ,246.720,0.330,0.000,-
475,05-May-2019 22:30:00,,,,,0.024,0.000,0.046 ,0.000 ,246.600,0.740,0.000,-
476,05-May-2019 22:45:00,,,,,0.029,0.000,0.069 ,0.000 ,245.670,1.120,0.000,-
477,05-May-2019 23:00:00,,,,,0.194,0.000,0.229 ,0.000 ,244.850,3.730,0.000,-
478,05-May-2019 23:15:00,,,,,0.198,0.000,0.225 ,0.000 ,244.360,3.670,0.000,-
479,05-May-2019 23:30:00,,,,,0.197,0.000,0.228 ,0.000 ,244.390,3.720,0.000,-
480,05-May-2019 23:45:00,,,,,0.194,0.000,0.217 ,0.000 ,244.950,3.540,0.000,-
481,06-May-2019 00:00:00,,,,,0.193,0.000,0.208 ,0.000 ,245.660,3.380,0.000,-
482,06-May-2019 00:15:00,,,,,0.064,0.000,0.076 ,0.000 ,246.070,1.220,0.000,-
483,06-May-2019 00:30:00,,,,,0.020,0.000,0.027 ,0.000 ,246.560,0.450,0.000,-
484,06-May-2019 00:45:00,,,,,0.022,0.000,0.036 ,0.000 ,247.600,0.570,0.000,-
485,06-May-2019 01:00:00,,,,,0.023,0.000,0.048 ,0.000 ,248.490,0.760,0.000,-
486,06-May-2019 01:15:00,,,,,0.025,0.000,0.060 ,0.000 ,248.860,0.970,0.000,-
487,06-May-2019 01:30:00,,,,,0.028,0.000,0.064 ,0.000 ,249.280,1.020,0.000,-
488,06-May-2019 01:45:00,,,,,0.028,0.000,0.066 ,0.000 ,250.040,1.050,0.000,-
489,06-May-2019 02:00:00,,,,,0.026,0.000,0.059 ,0.000 ,250.970,0.920,0.000,-
490,06-May-2019 02:15:00,,,,,0.024,0.000,0.055 ,0.000 ,251.300,0.870,0.000,-
491,06-May-2019 02:30:00,,,,,0.024,0.000,0.047 ,0.000 ,251.540,0.730,0.000,-
492,06-May-2019 02:45:00,,,,,0.023,0.000,0.039 ,0.000 ,251.820,0.620,0.000,-
493,06-May-2019 03:00:00,,,,,0.023,0.000,0.043 ,0.000 ,252.150,0.680,0.000,-
494,06-May-2019 03:15:00,,,,,0.024,0.000,0.040 ,0.000 ,252.460,0.620,0.000,-
495,06-May-2019 03:30:00,,,,,0.021,0.000,0.025 ,0.000 ,252.880,0.390,0.000,-
496,06-May-2019 03:45:00,,,,,0.022,0.000,0.030 ,0.000 ,253.360,0.470,0.000,-
497,06-May-2019 04:00:00,,,,,0.021,0.000,0.026 ,0.000 ,254.280,0.400,0.000,-
498,06-May-2019 04:15:00,,,,,0.021,0.000,0.021 ,0.000 ,254.720,0.330,0.000,-
499,06-May-2019 04:30:00,,,,,0.021,0.000,0.022 ,0.000 ,254.760,0.330,0.000,-
500,06-May-2019 04:45:00,,,,,0.021,0.000,0.021 ,0.000 ,255.000,0.330,0.000,-
501,06-May-2019 05:00:00,,,,,0.021,0.000,0.022 ,0.000 ,255.420,0.350,0.000,-
502,06-May-2019 05:15:00,,,,,0.021,0.000,0.024 ,0.000 ,255.390,0.360,0.000,-
503,06-May-2019 05:30:00,,,,,0.021,0.000,0.021 ,0.000 ,255.240,0.320,0.000,-
504,06-May-2019 05:45:00,,,,,0.022,0.000,0.022 ,0.000 ,254.860,0.330,0.000,-
505,06-May-2019 06:00:00,,,,,0.021,0.000,0.022 ,0.000 ,255.040,0.330,0.000,-
506,06-May-2019 06:15:00,,,,,0.021,0.000,0.022 ,0.000 ,255.620,0.340,0.000,-
507,06-May-2019 06:30:00,,,,,0.019,0.000,0.022 ,0.000 ,254.540,0.350,0.000,-
508,06-May-2019 06:45:00,,,,,0.010,0.000,0.047 ,0.000 ,254.920,0.730,0.000,-
509,06-May-2019 07:00:00,,,,,0.281,0.000,0.295 ,0.000 ,254.750,4.620,0.000,-
510,06-May-2019 07:15:00,,,,,0.569,0.000,0.569 ,0.000 ,254.080,8.940,0.000,-
511,06-May-2019 07:30:00,,,,,0.568,0.000,0.568 ,0.000 ,253.530,8.930,0.000,-
512,06-May-2019 07:45:00,,,,,0.063,0.000,0.066 ,0.000 ,254.000,1.030,0.000,-
513,06-May-2019 08:00:00,,,,,0.013,0.000,0.016 ,0.000 ,253.640,0.260,0.000,-
514,06-May-2019 08:15:00,,,,,0.014,0.000,0.020 ,0.000 ,253.070,0.310,0.000,-
515,06-May-2019 08:30:00,,,,,0.013,0.000,0.016 ,0.000 ,251.640,0.240,0.000,-
516,06-May-2019 08:45:00,,,,,0.006,0.000,0.036 ,0.000 ,250.620,0.580,0.000,-
517,06-May-2019 09:00:00,,,,,0.005,0.000,0.037 ,0.000 ,249.490,0.570,0.000,-
518,06-May-2019 09:15:00,,,,,0.005,0.000,0.039 ,0.000 ,247.150,0.630,0.000,-
