,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,2.1
258,03-May-2019 16:15:00,,,,,0.089,0.000,0.095 ,0.000 ,240.420,1.580,0.000,-
259,03-May-2019 16:30:00,,,,,0.105,0.000,0.108 ,0.000 ,240.670,1.790,0.000,-
260,03-May-2019 16:45:00,,,,,0.107,0.000,0.111 ,0.000 ,240.830,1.840,0.000,-
261,03-May-2019 17:00:00,,,,,0.104,0.000,0.110 ,0.000 ,241.860,1.810,0.000,-
262,03-May-2019 17:15:00,,,,,0.095,0.000,0.102 ,0.000 ,242.920,1.680,0.000,-
263,03-May-2019 17:30:00,,,,,0.091,0.000,0.098 ,0.000 ,243.160,1.600,0.000,-
264,03-May-2019 17:45:00,,,,,0.095,0.000,0.103 ,0.000 ,245.190,1.670,0.000,-
265,03-May-2019 18:00:00,,,,,0.106,0.000,0.110 ,0.000 ,246.610,1.770,0.000,-
266,03-May-2019 18:15:00,,,,,0.118,0.000,0.119 ,0.000 ,248.610,1.910,0.000,-
267,03-May-2019 18:30:00,,,,,0.131,0.000,0.135 ,0.000 ,250.000,2.140,0.000,-
268,03-May-2019 18:45:00,,,,,0.141,0.000,0.145 ,0.000 ,250.900,2.300,0.000,-
269,03-May-2019 19:00:00,,,,,0.154,0.000,0.157 ,0.000 ,251.300,2.500,0.000,-
270,03-May-2019 19:15:00,,,,,0.139,0.000,0.145 ,0.000 ,251.010,2.300,0.000,-
271,03-May-2019 19:30:00,,,,,0.135,0.000,0.142 ,0.000 ,249.590,2.260,0.000,-
272,03-May-2019 19:45:00,,,,,0.214,0.000,0.220 ,0.000 ,249.060,3.520,0.000,-
273,03-May-2019 20:00:00,,,,,0.184,0.000,0.190 ,0.000 ,249.310,3.040,0.000,-
274,03-May-2019 20:15:00,,,,,0.163,0.000,0.166 ,0.000 ,248.820,2.670,0.000,-
275,03-May-2019 20:30:00,,,,,0.166,0.000,0.171 ,0.000 ,248.090,2.750,0.000,-
276,03-May-2019 20:45:00,,,,,0.161,0.000,0.164 ,0.000 ,246.970,2.640,0.000,-
277,03-May-2019 21:00:00,,,,,0.143,0.000,0.147 ,0.000 ,247.180,2.360,0.000,-
278,03-May-2019 21:15:00,,,,,0.116,0.000,0.121 ,0.000 ,247.010,1.950,0.000,-
279,03-May-2019 21:30:00,,,,,0.123,0.000,0.131 ,0.000 ,246.480,2.110,0.000,-
280,03-May-2019 21:45:00,,,,,0.123,0.000,0.131 ,0.000 ,247.620,2.110,0.000,-
281,03-May-2019 22:00:00,,,,,0.119,0.000,0.125 ,0.000 ,247.780,2.020,0.000,-
282,03-May-2019 22:15:00,,,,,0.114,0.000,0.148 ,0.000 ,247.270,2.380,0.000,-
283,03-May-2019 22:30:00,,,,,0.101,0.000,0.108 ,0.000 ,246.690,1.740,0.000,-
284,03-May-2019 22:45:00,,,,,0.096,0.000,0.102 ,0.000 ,246.660,1.650,0.000,-
285,03-May-2019 23:00:00,,,,,0.095,0.000,0.114 ,0.000 ,246.740,1.840,0.000,-
286,03-May-2019 23:15:00,,,,,0.100,0.000,0.183 ,0.000 ,246.310,2.960,0.000,-
287,03-May-2019 23:30:00,,,,,0.100,0.000,0.181 ,0.000 ,246.320,2.940,0.000,-
288,03-May-2019 23:45:00,,,,,0.094,0.000,0.139 ,0.000 ,246.270,2.240,0.000,-
289,04-May-2019 00:00:00,,,,,0.084,0.000,0.094 ,0.000 ,246.560,1.510,0.000,-
290,04-May-2019 00:15:00,,,,,0.083,0.000,0.092 ,0.000 ,247.500,1.490,0.000,-
291,04-May-2019 00:30:00,,,,,0.084,0.000,0.093 ,0.000 ,248.520,1.490,0.000,-
292,04-May-2019 00:45:00,,,,,0.084,0.000,0.093 ,0.000 ,248.930,1.490,0.000,-
293,04-May-2019 01:00:00,,,,,0.083,0.000,0.094 ,0.000 ,249.450,1.490,0.000,-
294,04-May-2019 01:15:00,,,,,0.084,0.000,0.093 ,0.000 ,249.830,1.490,0.000,-
295,04-May-2019 01:30:00,,,,,0.084,0.000,0.094 ,0.000 ,250.510,1.490,0.000,-
296,04-May-2019 01:45:00,,,,,0.084,0.000,0.093 ,0.000 ,250.740,1.490,0.000,-
297,04-May-2019 02:00:00,,,,,0.084,0.000,0.094 ,0.000 ,251.290,1.490,0.000,-
298,04-May-2019 02:15:00,,,,,0.084,0.000,0.094 ,0.000 ,251.580,1.490,0.000,-
299,04-May-2019 02:30:00,,,,,0.084,0.000,0.094 ,0.000 ,252.190,1.490,0.000,-
300,04-May-2019 02:45:00,,,,,0.084,0.000,0.095 ,0.000 ,253.080,1.490,0.000,-
301,04-May-2019 03:00:00,,,,,0.119,0.000,0.180 ,0.000 ,253.620,2.820,0.000,-
302,04-May-2019 03:15:00,,,,,0.110,0.000,0.156 ,0.000 ,254.510,2.440,0.000,-
303,04-May-2019 03:30:00,,,,,0.113,0.000,0.154 ,0.000 ,255.220,2.420,0.000,-
304,04-May-2019 03:45:00,,,,,0.111,0.000,0.151 ,0.000 ,255.650,2.350,0.000,-
305,04-May-2019 04:00:00,,,,,0.111,0.000,0.150 ,0.000 ,256.360,2.330,0.000,-
306,04-May-2019 04:15:00,,,,,0.088,0.000,0.108 ,0.000 ,256.660,1.680,0.000,-
307,04-May-2019 04:30:00,,,,,0.071,0.000,0.082 ,0.000 ,256.720,1.270,0.000,-
308,04-May-2019 04:45:00,,,,,0.070,0.000,0.082 ,0.000 ,256.690,1.270,0.000,-
309,04-May-2019 05:00:00,,,,,0.054,0.000,0.068 ,0.000 ,256.680,1.060,0.000,-
310,04-May-2019 05:15:00,,,,,0.046,0.000,0.061 ,0.000 ,256.480,0.950,0.000,-
311,04-May-2019 05:30:00,,,,,0.045,0.000,0.062 ,0.000 ,256.640,0.950,0.000,-
312,04-May-2019 05:45:00,,,,,0.046,0.000,0.061 ,0.000 ,256.620,0.950,0.000,-
313,04-May-2019 06:00:00,,,,,0.046,0.000,0.063 ,0.000 ,256.580,0.970,0.000,-
314,04-May-2019 06:15:00,,,,,0.064,0.000,0.078 ,0.000 ,256.620,1.200,0.000,-
315,04-May-2019 06:30:00,,,,,0.075,0.000,0.087 ,0.000 ,256.220,1.350,0.000,-
316,04-May-2019 06:45:00,,,,,0.061,0.000,0.074 ,0.000 ,255.860,1.150,0.000,-
317,04-May-2019 07:00:00,,,,,0.125,0.000,0.148 ,0.000 ,255.830,2.310,0.000,-
318,04-May-2019 07:15:00,,,,,0.127,0.000,0.154 ,0.000 ,255.830,2.400,0.000,-
319,04-May-2019 07:30:00,,,,,0.131,0.000,0.166 ,0.000 ,255.810,2.590,0.000,-
320,04-May-2019 07:45:00,,,,,0.117,0.000,0.148 ,0.000 ,255.730,2.300,0.000,-
321,04-May-2019 08:00:00,,,,,0.115,0.000,0.120 ,0.000 ,255.540,1.870,0.000,-
322,04-May-2019 08:15:00,,,,,0.111,0.000,0.114 ,0.000 ,255.450,1.790,0.000,-
323,04-May-2019 08:30:00,,,,,0.105,0.000,0.110 ,0.000 ,254.630,1.710,0.000,-
324,04-May-2019 08:45:00,,,,,0.132,0.000,0.136 ,0.000 ,254.120,2.140,0.000,-
325,04-May-2019 09:00:00,,,,,0.189,0.000,0.193 ,0.000 ,253.000,3.030,0.000,-
326,04-May-2019 09:15:00,,,,,0.124,0.000,0.129 ,0.000 ,251.340,2.040,0.000,-
327,04-May-2019 09:30:00,,,,,0.088,0.000,0.110 ,0.000 ,250.120,1.750,0.000,-
328,04-May-2019 09:45:00,,,,,0.080,0.000,0.103 ,0.000 ,248.740,1.660,0.000,-
329,04-May-2019 10:00:00,,,,,0.064,0.000,0.073 ,0.000 ,246.720,1.170,0.000,-
330,04-May-2019 10:15:00,,,,,0.071,0.000,0.078 ,0.000 ,245.950,1.260,0.000,-
331,04-May-2019 10:30:00,,,,,0.068,0.000,0.076 ,0.000 ,246.170,1.220,0.000,-
332,04-May-2019 10:45:00,,,,,0.054,0.000,0.063 ,0.000 ,246.270,1.030,0.000,-
333,04-May-2019 11:00:00,,,,,0.053,0.000,0.064 ,0.000 ,246.430,1.020,0.000,-
334,04-May-2019 11:15:00,,,,,0.102,0.000,0.120 ,0.000 ,246.210,1.950,0.000,-
335,04-May-2019 11:30:00,,,,,0.113,0.000,0.130 ,0.000 ,245.940,2.110,0.000,-
336,04-May-2019 11:45:00,,,,,0.113,0.000,0.129 ,0.000 ,245.610,2.090,0.000,-
337,04-May-2019 12:00:00,,,,,0.130,0.000,0.144 ,0.000 ,245.830,2.330,0.000,-
338,04-May-2019 12:15:00,,,,,0.119,0.000,0.131 ,0.000 ,245.910,2.120,0.000,-
339,04-May-2019 12:30:00,,,,,0.111,0.000,0.118 ,0.000 ,245.950,1.910,0.000,-
340,04-May-2019 12:45:00,,,,,0.123,0.000,0.133 ,0.000 ,246.060,2.160,0.000,-
341,04-May-2019 13:00:00,,,,,0.137,0.000,0.144 ,0.000 ,246.260,2.330,0.000,-
342,04-May-2019 13:15:00,,,,,0.117,0.000,0.120 ,0.000 ,247.800,1.930,0.000,-
343,04-May-2019 13:30:00,,,,,0.102,0.000,0.108 ,0.000 ,247.750,1.750,0.000,-
344,04-May-2019 13:45:00,,,,,0.087,0.000,0.122 ,0.000 ,247.060,1.950,0.000,-
345,04-May-2019 14:00:00,,,,,0.095,0.000,0.198 ,0.000 ,247.110,3.200,0.000,-
346,04-May-2019 14:15:00,,,,,0.084,0.000,0.102 ,0.000 ,246.940,1.630,0.000,-
347,04-May-2019 14:30:00,,,,,0.084,0.000,0.093 ,0.000 ,246.480,1.510,0.000,-
348,04-May-2019 14:45:00,,,,,0.073,0.000,0.161 ,0.000 ,246.960,2.600,0.000,-
349,04-May-2019 15:00:00,,,,,0.069,0.000,0.159 ,0.000 ,247.330,2.550,0.000,-
350,04-May-2019 15:15:00,,,,,0.210,0.000,0.376 ,0.000 ,247.790,6.060,0.000,-
351,04-May-2019 15:30:00,,,,,0.197,0.000,0.363 ,0.000 ,247.500,5.860,0.000,-
352,04-May-2019 15:45:00,,,,,0.116,0.000,0.161 ,0.000 ,247.660,2.590,0.000,-
353,04-May-2019 16:00:00,,,,,0.099,0.000,0.106 ,0.000 ,248.140,1.700,0.000,-
354,04-May-2019 16:15:00,,,,,0.089,0.000,0.097 ,0.000 ,248.140,1.560,0.000,-
355,04-May-2019 16:30:00,,,,,0.102,0.000,0.108 ,0.000 ,248.290,1.730,0.000,-
356,04-May-2019 16:45:00,,,,,0.097,0.000,0.104 ,0.000 ,247.760,1.670,0.000,-
357,04-May-2019 17:00:00,,,,,0.089,0.000,0.097 ,0.000 ,248.090,1.560,0.000,-
358,04-May-2019 17:15:00,,,,,0.059,0.000,0.070 ,0.000 ,248.570,1.120,0.000,-
359,04-May-2019 17:30:00,,,,,0.053,0.000,0.062 ,0.000 ,247.930,1.000,0.000,-
360,04-May-2019 17:45:00,,,,,0.065,0.000,0.072 ,0.000 ,248.390,1.150,0.000,-
361,04-May-2019 18:00:00,,,,,0.067,0.000,0.075 ,0.000 ,248.730,1.180,0.000,-
362,04-May-2019 18:15:00,,,,,0.052,0.000,0.061 ,0.000 ,249.140,0.980,0.000,-
363,04-May-2019 18:30:00,,,,,0.052,0.000,0.062 ,0.000 ,249.600,0.990,0.000,-
364,04-May-2019 18:45:00,,,,,0.121,0.000,0.129 ,0.000 ,249.330,2.050,0.000,-
365,04-May-2019 19:00:00,,,,,0.147,0.000,0.152 ,0.000 ,249.250,2.430,0.000,-
366,04-May-2019 19:15:00,,,,,0.155,0.000,0.160 ,0.000 ,248.430,2.570,0.000,-
367,04-May-2019 19:30:00,,,,,0.168,0.000,0.173 ,0.000 ,246.910,2.800,0.000,-
368,04-May-2019 19:45:00,,,,,0.120,0.000,0.123 ,0.000 ,246.340,1.980,0.000,-
369,04-May-2019 20:00:00,,,,,0.092,0.000,0.092 ,0.000 ,246.320,1.500,0.000,-
370,04-May-2019 20:15:00,,,,,0.063,0.000,0.065 ,0.000 ,247.800,1.030,0.000,-
371,04-May-2019 20:30:00,,,,,0.095,0.000,0.100 ,0.000 ,247.740,1.610,0.000,-
372,04-May-2019 20:45:00,,,,,0.129,0.000,0.133 ,0.000 ,247.450,2.150,0.000,-
373,04-May-2019 21:00:00,,,,,0.152,0.000,0.157 ,0.000 ,247.410,2.520,0.000,-
374,04-May-2019 21:15:00,,,,,0.128,0.000,0.131 ,0.000 ,247.280,2.110,0.000,-
375,04-May-2019 21:30:00,,,,,0.135,0.000,0.139 ,0.000 ,248.240,2.230,0.000,-
376,04-May-2019 21:45:00,,,,,0.144,0.000,0.149 ,0.000 ,248.220,2.390,0.000,-
377,04-May-2019 22:00:00,,,,,0.123,0.000,0.128 ,0.000 ,248.590,2.060,0.000,-
378,04-May-2019 22:15:00,,,,,0.119,0.000,0.154 ,0.000 ,247.400,2.480,0.000,-
379,04-May-2019 22:30:00,,,,,0.111,0.000,0.161 ,0.000 ,246.430,2.590,0.000,-
380,04-May-2019 22:45:00,,,,,0.105,0.000,0.160 ,0.000 ,246.130,2.600,0.000,-
381,04-May-2019 23:00:00,,,,,0.109,0.000,0.158 ,0.000 ,246.130,2.550,0.000,-
382,04-May-2019 23:15:00,,,,,0.103,0.000,0.115 ,0.000 ,245.140,1.880,0.000,-
383,04-May-2019 23:30:00,,,,,0.087,0.000,0.095 ,0.000 ,244.740,1.550,0.000,-
384,04-May-2019 23:45:00,,,,,0.088,0.000,0.096 ,0.000 ,245.710,1.550,0.000,-
385,05-May-2019 00:00:00,,,,,0.102,0.000,0.172 ,0.000 ,246.530,2.780,0.000,-
386,05-May-2019 00:15:00,,,,,0.094,0.000,0.158 ,0.000 ,246.620,2.560,0.000,-
387,05-May-2019 00:30:00,,,,,0.094,0.000,0.162 ,0.000 ,247.490,2.600,0.000,-
388,05-May-2019 00:45:00,,,,,0.098,0.000,0.162 ,0.000 ,248.800,2.610,0.000,-
389,05-May-2019 01:00:00,,,,,0.082,0.000,0.092 ,0.000 ,249.410,1.460,0.000,-
390,05-May-2019 01:15:00,,,,,0.083,0.000,0.093 ,0.000 ,250.560,1.470,0.000,-
391,05-May-2019 01:30:00,,,,,0.084,0.000,0.094 ,0.000 ,251.230,1.480,0.000,-
392,05-May-2019 01:45:00,,,,,0.084,0.000,0.094 ,0.000 ,251.540,1.480,0.000,-
393,05-May-2019 02:00:00,,,,,0.008,0.000,0.008 ,0.000 ,250.080,1.470,0.000,-
394,05-May-2019 02:15:00,,,,,0.000,0.000,0.000 ,0.000 ,0.000,0.000,0.000,-
395,05-May-2019 02:30:00,,,,,0.075,0.000,0.083 ,0.000 ,257.960,1.390,0.000,-
396,05-May-2019 02:45:00,,,,,0.108,0.000,0.121 ,0.000 ,257.360,1.860,0.000,-
397,05-May-2019 03:00:00,,,,,0.088,0.000,0.099 ,0.000 ,257.450,1.530,0.000,-
398,05-May-2019 03:15:00,,,,,0.087,0.000,0.098 ,0.000 ,257.950,1.520,0.000,-
399,05-May-2019 03:30:00,,,,,0.085,0.000,0.095 ,0.000 ,258.660,1.460,0.000,-
400,05-May-2019 03:45:00,,,,,0.078,0.000,0.088 ,0.000 ,259.110,1.340,0.000,-
401,05-May-2019 04:00:00,,,,,0.078,0.000,0.087 ,0.000 ,259.700,1.340,0.000,-
402,05-May-2019 04:15:00,,,,,0.077,0.000,0.088 ,0.000 ,259.960,1.340,0.000,-
403,05-May-2019 04:30:00,,,,,0.077,0.000,0.087 ,0.000 ,259.460,1.340,0.000,-
404,05-May-2019 04:45:00,,,,,0.078,0.000,0.088 ,0.000 ,259.450,1.340,0.000,-
405,05-May-2019 05:00:00,,,,,0.077,0.000,0.087 ,0.000 ,259.710,1.340,0.000,-
406,05-May-2019 05:15:00,,,,,0.077,0.000,0.087 ,0.000 ,259.460,1.340,0.000,-
407,05-May-2019 05:30:00,,,,,0.076,0.000,0.087 ,0.000 ,258.970,1.330,0.000,-
408,05-May-2019 05:45:00,,,,,0.075,0.000,0.086 ,0.000 ,259.170,1.320,0.000,-
409,05-May-2019 06:00:00,,,,,0.076,0.000,0.086 ,0.000 ,259.580,1.320,0.000,-
410,05-May-2019 06:15:00,,,,,0.081,0.000,0.092 ,0.000 ,261.120,1.410,0.000,-
411,05-May-2019 06:30:00,,,,,0.100,0.000,0.110 ,0.000 ,260.800,1.660,0.000,-
412,05-May-2019 06:45:00,,,,,0.100,0.000,0.109 ,0.000 ,260.810,1.660,0.000,-
413,05-May-2019 07:00:00,,,,,0.101,0.000,0.110 ,0.000 ,260.830,1.690,0.000,-
414,05-May-2019 07:15:00,,,,,0.258,0.000,0.272 ,0.000 ,261.470,4.150,0.000,-
415,05-May-2019 07:30:00,,,,,0.086,0.000,0.097 ,0.000 ,261.500,1.460,0.000,-
416,05-May-2019 07:45:00,,,,,0.082,0.000,0.092 ,0.000 ,261.610,1.400,0.000,-
417,05-May-2019 08:00:00,,,,,0.084,0.000,0.093 ,0.000 ,261.770,1.420,0.000,-
418,05-May-2019 08:15:00,,,,,0.069,0.000,0.081 ,0.000 ,262.120,1.230,0.000,-
419,05-May-2019 08:30:00,,,,,0.051,0.000,0.063 ,0.000 ,262.760,0.940,0.000,-
420,05-May-2019 08:45:00,,,,,0.042,0.000,0.053 ,0.000 ,262.060,0.810,0.000,-
421,05-May-2019 09:00:00,,,,,0.047,0.000,0.054 ,0.000 ,261.380,0.820,0.000,-
422,05-May-2019 09:15:00,,,,,0.075,0.000,0.076 ,0.000 ,260.640,1.150,0.000,-
423,05-May-2019 09:30:00,,,,,0.023,0.000,0.025 ,0.000 ,258.880,0.500,0.000,-
424,05-May-2019 09:45:00,,,,,0.117,0.000,0.131 ,0.000 ,255.470,2.050,0.000,-
425,05-May-2019 10:00:00,,,,,0.135,0.000,0.148 ,0.000 ,254.810,2.300,0.000,-
426,05-May-2019 10:15:00,,,,,0.094,0.000,0.105 ,0.000 ,255.490,1.640,0.000,-
427,05-May-2019 10:30:00,,,,,0.077,0.000,0.087 ,0.000 ,254.980,1.370,0.000,-
428,05-May-2019 10:45:00,,,,,0.059,0.000,0.069 ,0.000 ,254.510,1.080,0.000,-
429,05-May-2019 11:00:00,,,,,0.107,0.000,0.292 ,0.000 ,254.360,4.580,0.000,-
430,05-May-2019 11:15:00,,,,,0.079,0.000,0.163 ,0.000 ,255.000,2.550,0.000,-
431,05-May-2019 11:30:00,,,,,0.111,0.000,0.163 ,0.000 ,254.600,2.550,0.000,-
432,05-May-2019 11:45:00,,,,,0.084,0.000,0.094 ,0.000 ,254.170,1.470,0.000,-
433,05-May-2019 12:00:00,,,,,0.098,0.000,0.105 ,0.000 ,253.870,1.650,0.000,-
434,05-May-2019 12:15:00,,,,,0.080,0.000,0.087 ,0.000 ,253.730,1.370,0.000,-
435,05-May-2019 12:30:00,,,,,0.099,0.000,0.116 ,0.000 ,253.440,1.810,0.000,-
436,05-May-2019 12:45:00,,,,,0.080,0.000,0.092 ,0.000 ,253.870,1.440,0.000,-
437,05-May-2019 13:00:00,,,,,0.072,0.000,0.078 ,0.000 ,253.800,1.230,0.000,-
438,05-May-2019 13:15:00,,,,,0.078,0.000,0.086 ,0.000 ,253.880,1.350,0.000,-
439,05-May-2019 13:30:00,,,,,0.093,0.000,0.102 ,0.000 ,253.750,1.600,0.000,-
440,05-May-2019 13:45:00,,,,,0.088,0.000,0.097 ,0.000 ,253.010,1.530,0.000,-
441,05-May-2019 14:00:00,,,,,0.098,0.000,0.107 ,0.000 ,252.600,1.680,0.000,-
442,05-May-2019 14:15:00,,,,,0.100,0.000,0.108 ,0.000 ,252.470,1.700,0.000,-
443,05-May-2019 14:30:00,,,,,0.092,0.000,0.100 ,0.000 ,252.200,1.580,0.000,-
444,05-May-2019 14:45:00,,,,,0.119,0.000,0.193 ,0.000 ,251.370,3.060,0.000,-
445,05-May-2019 15:00:00,,,,,0.126,0.000,0.226 ,0.000 ,250.660,3.610,0.000,-
446,05-May-2019 15:15:00,,,,,0.139,0.000,0.229 ,0.000 ,250.540,3.640,0.000,-
447,05-May-2019 15:30:00,,,,,0.120,0.000,0.191 ,0.000 ,250.060,3.050,0.000,-
448,05-May-2019 15:45:00,,,,,0.135,0.000,0.224 ,0.000 ,250.380,3.560,0.000,-
449,05-May-2019 16:00:00,,,,,0.126,0.000,0.203 ,0.000 ,250.840,3.220,0.000,-
450,05-May-2019 16:15:00,,,,,0.128,0.000,0.204 ,0.000 ,251.260,3.250,0.000,-
451,05-May-2019 16:30:00,,,,,0.138,0.000,0.227 ,0.000 ,251.030,3.600,0.000,-
452,05-May-2019 16:45:00,,,,,0.123,0.000,0.196 ,0.000 ,250.630,3.120,0.000,-
453,05-May-2019 17:00:00,,,,,0.140,0.000,0.229 ,0.000 ,250.240,3.640,0.000,-
454,05-May-2019 17:15:00,,,,,0.120,0.000,0.189 ,0.000 ,250.390,3.010,0.000,-
455,05-May-2019 17:30:00,,,,,0.120,0.000,0.201 ,0.000 ,249.590,3.210,0.000,-
456,05-May-2019 17:45:00,,,,,0.114,0.000,0.192 ,0.000 ,249.600,3.060,0.000,-
457,05-May-2019 18:00:00,,,,,0.088,0.000,0.096 ,0.000 ,249.310,1.530,0.000,-
458,05-May-2019 18:15:00,,,,,0.086,0.000,0.094 ,0.000 ,249.310,1.500,0.000,-
459,05-May-2019 18:30:00,,,,,0.093,0.000,0.102 ,0.000 ,249.490,1.620,0.000,-
460,05-May-2019 18:45:00,,,,,0.097,0.000,0.104 ,0.000 ,248.620,1.660,0.000,-
461,05-May-2019 19:00:00,,,,,0.118,0.000,0.125 ,0.000 ,248.370,2.000,0.000,-
462,05-May-2019 19:15:00,,,,,0.171,0.000,0.175 ,0.000 ,247.390,2.840,0.000,-
463,05-May-2019 19:30:00,,,,,0.192,0.000,0.198 ,0.000 ,246.360,3.200,0.000,-
464,05-May-2019 19:45:00,,,,,0.188,0.000,0.193 ,0.000 ,246.170,3.140,0.000,-
465,05-May-2019 20:00:00,,,,,0.229,0.000,0.233 ,0.000 ,246.230,3.770,0.000,-
466,05-May-2019 20:15:00,,,,,0.230,0.000,0.234 ,0.000 ,246.090,3.790,0.000,-
467,05-May-2019 20:30:00,,,,,0.186,0.000,0.190 ,0.000 ,246.530,3.060,0.000,-
468,05-May-2019 20:45:00,,,,,0.163,0.000,0.166 ,0.000 ,246.410,2.690,0.000,-
469,05-May-2019 21:00:00,,,,,0.172,0.000,0.175 ,0.000 ,247.100,2.820,0.000,-
470,05-May-2019 21:15:00,,,,,0.189,0.000,0.192 ,0.000 ,246.450,3.110,0.000,-
471,05-May-2019 21:30:00,,,,,0.187,0.000,0.191 ,0.000 ,246.330,3.100,0.000,-
472,05-May-2019 21:45:00,,,,,0.194,0.000,0.198 ,0.000 ,246.560,3.190,0.000,-
473,05-May-2019 22:00:00,,,,,0.203,0.000,0.205 ,0.000 ,247.460,3.310,0.000,-
474,05-May-2019 22:15:00,,,,,0.192,0.000,0.195 ,0.000 ,246.460,3.150,0.000,-
475,05-May-2019 22:30:00,,,,,0.128,0.000,0.133 ,0.000 ,246.500,2.150,0.000,-
476,05-May-2019 22:45:00,,,,,0.100,0.000,0.107 ,0.000 ,245.760,1.730,0.000,-
477,05-May-2019 23:00:00,,,,,0.099,0.000,0.157 ,0.000 ,245.400,2.550,0.000,-
478,05-May-2019 23:15:00,,,,,0.088,0.000,0.148 ,0.000 ,245.140,2.400,0.000,-
479,05-May-2019 23:30:00,,,,,0.091,0.000,0.152 ,0.000 ,245.340,2.470,0.000,-
480,05-May-2019 23:45:00,,,,,0.087,0.000,0.147 ,0.000 ,245.820,2.390,0.000,-
481,06-May-2019 00:00:00,,,,,0.084,0.000,0.143 ,0.000 ,246.380,2.310,0.000,-
482,06-May-2019 00:15:00,,,,,0.072,0.000,0.093 ,0.000 ,246.800,1.500,0.000,-
483,06-May-2019 00:30:00,,,,,0.067,0.000,0.078 ,0.000 ,247.360,1.240,0.000,-
484,06-May-2019 00:45:00,,,,,0.067,0.000,0.077 ,0.000 ,248.340,1.240,0.000,-
485,06-May-2019 01:00:00,,,,,0.068,0.000,0.078 ,0.000 ,249.430,1.240,0.000,-
486,06-May-2019 01:15:00,,,,,0.067,0.000,0.078 ,0.000 ,250.050,1.240,0.000,-
487,06-May-2019 01:30:00,,,,,0.067,0.000,0.078 ,0.000 ,250.490,1.240,0.000,-
488,06-May-2019 01:45:00,,,,,0.067,0.000,0.079 ,0.000 ,250.950,1.240,0.000,-
489,06-May-2019 02:00:00,,,,,0.067,0.000,0.078 ,0.000 ,251.820,1.240,0.000,-
490,06-May-2019 02:15:00,,,,,0.067,0.000,0.079 ,0.000 ,252.210,1.240,0.000,-
491,06-May-2019 02:30:00,,,,,0.067,0.000,0.078 ,0.000 ,252.510,1.240,0.000,-
492,06-May-2019 02:45:00,,,,,0.067,0.000,0.078 ,0.000 ,252.850,1.230,0.000,-
493,06-May-2019 03:00:00,,,,,0.066,0.000,0.079 ,0.000 ,253.190,1.230,0.000,-
494,06-May-2019 03:15:00,,,,,0.066,0.000,0.077 ,0.000 ,253.600,1.220,0.000,-
495,06-May-2019 03:30:00,,,,,0.065,0.000,0.078 ,0.000 ,253.890,1.220,0.000,-
496,06-May-2019 03:45:00,,,,,0.088,0.000,0.099 ,0.000 ,254.550,1.540,0.000,-
497,06-May-2019 04:00:00,,,,,0.089,0.000,0.100 ,0.000 ,255.560,1.560,0.000,-
498,06-May-2019 04:15:00,,,,,0.090,0.000,0.100 ,0.000 ,255.970,1.560,0.000,-
499,06-May-2019 04:30:00,,,,,0.090,0.000,0.101 ,0.000 ,255.990,1.560,0.000,-
500,06-May-2019 04:45:00,,,,,0.089,0.000,0.100 ,0.000 ,256.250,1.560,0.000,-
501,06-May-2019 05:00:00,,,,,0.088,0.000,0.098 ,0.000 ,256.150,1.520,0.000,-
502,06-May-2019 05:15:00,,,,,0.092,0.000,0.101 ,0.000 ,255.740,1.580,0.000,-
503,06-May-2019 05:30:00,,,,,0.089,0.000,0.100 ,0.000 ,255.520,1.550,0.000,-
504,06-May-2019 05:45:00,,,,,0.088,0.000,0.099 ,0.000 ,254.710,1.550,0.000,-
505,06-May-2019 06:00:00,,,,,0.089,0.000,0.099 ,0.000 ,254.830,1.540,0.000,-
506,06-May-2019 06:15:00,,,,,0.080,0.000,0.091 ,0.000 ,255.200,1.420,0.000,-
507,06-May-2019 06:30:00,,,,,0.065,0.000,0.077 ,0.000 ,254.110,1.210,0.000,-
508,06-May-2019 06:45:00,,,,,0.062,0.000,0.077 ,0.000 ,254.550,1.200,0.000,-
509,06-May-2019 07:00:00,,,,,0.083,0.000,0.185 ,0.000 ,254.720,2.900,0.000,-
510,06-May-2019 07:15:00,,,,,0.101,0.000,0.274 ,0.000 ,254.400,4.310,0.000,-
511,06-May-2019 07:30:00,,,,,0.103,0.000,0.297 ,0.000 ,253.650,4.660,0.000,-
512,06-May-2019 07:45:00,,,,,0.095,0.000,0.109 ,0.000 ,253.420,1.710,0.000,-
513,06-May-2019 08:00:00,,,,,0.081,0.000,0.089 ,0.000 ,253.000,1.400,0.000,-
514,06-May-2019 08:15:00,,,,,0.090,0.000,0.097 ,0.000 ,252.280,1.530,0.000,-
515,06-May-2019 08:30:00,,,,,0.106,0.000,0.113 ,0.000 ,250.450,1.800,0.000,-
516,06-May-2019 08:45:00,,,,,0.103,0.000,0.109 ,0.000 ,249.030,1.730,0.000,-
517,06-May-2019 09:00:00,,,,,0.112,0.000,0.115 ,0.000 ,247.450,1.860,0.000,-
518,06-May-2019 09:15:00,,,,,0.111,0.000,0.116 ,0.000 ,245.160,1.880,0.000,-
